1,469
1,563
1,813
1,1361
1,1793
1,3175
1,3306
1,3821
1,4680
1,5163
1,5417
1,7234
1,7348
1,10815
1,13296
1,13384
1,15211
1,15694
1,16150
2,2
2,684
2,7280
3,2
3,899
4,3
4,4
4,62
4,578
4,579
4,1461
4,2226
4,2431
4,2486
4,2718
4,2867
4,2868
4,3572
4,3637
4,3654
4,3655
4,3881
4,4112
4,4264
4,4745
4,4767
4,5049
4,6353
4,6423
4,6556
4,6900
4,6901
4,7560
4,8227
4,9904
4,11392
4,12234
4,12257
4,12716
4,12840
4,12998
4,13711
4,14483
4,14522
4,15936
4,16351
4,16908
4,16961
4,17743
4,17998
4,18241
4,18413
4,18792
4,18978
4,19034
4,19112
4,19496
4,19533
4,20288
4,21412
4,21764
5,3
5,62
5,2718
5,2867
5,3572
5,4657
6,3
6,25
6,578
6,579
6,1292
6,1461
6,2226
6,2718
6,2867
6,2868
6,3572
6,3637
6,3881
6,4112
6,4264
6,4491
6,4767
6,6353
6,6423
6,6556
6,6900
6,7560
6,8447
6,9202
6,11583
6,11698
6,11785
6,12200
6,12257
6,14535
6,14947
6,15624
6,15625
6,17029
6,17743
6,17998
6,20288
6,20648
6,20771
6,21757
7,4
7,2486
7,3074
7,3590
7,4745
7,7560
7,9513
8,5
8,850
8,1224
8,2109
8,2185
8,2793
8,4871
8,6372
8,6548
8,7701
8,8949
8,10678
8,12545
8,12800
8,13733
8,16346
8,20880
9,5
9,1224
9,2185
9,4871
9,5425
9,6372
9,7701
9,8949
9,9320
9,10678
9,11216
9,11218
9,12545
9,15846
9,15847
9,19497
9,20473
9,20880
9,22007
10,6
11,7
11,640
11,1878
11,3436
11,3437
11,6987
11,7646
11,8840
11,15179
11,16525
11,20525
12,8
13,8
13,835
13,7906
14,8
15,9
15,545
15,1319
15,1350
15,1434
15,1872
15,3157
15,3191
15,3640
15,3847
15,4245
15,4638
15,5226
15,5408
15,5627
15,5961
15,6034
15,6641
15,6707
15,7165
15,7194
15,8582
15,8674
15,9090
15,9262
15,10659
15,11409
15,12022
15,12114
15,12939
15,12969
15,14001
15,14537
15,15454
15,17956
15,18300
15,20497
16,9
16,545
16,1350
16,1434
16,1872
16,3191
16,3640
16,4638
16,5627
16,6641
16,6707
16,7194
16,10819
16,10875
16,10885
16,11914
16,12403
17,9
17,545
17,1434
17,1872
17,5122
17,6127
17,7534
17,8833
17,8834
17,9223
17,9235
17,10765
17,11567
17,11913
17,12187
17,12293
17,12334
17,12646
17,13258
17,13684
17,14060
17,14061
17,14148
17,14372
17,14437
17,14788
17,15655
17,15696
17,15707
17,16284
17,16794
17,16832
17,17136
17,18269
17,18294
17,18849
17,20066
17,20075
17,20352
17,20857
18,10
18,90
18,568
18,1163
18,2496
18,2943
18,4091
18,4165
18,4908
18,5017
18,5232
18,5989
18,10459
18,12619
18,14585
18,16841
19,11
19,748
19,3766
19,8496
20,11
20,34
20,12982
20,13436
20,19146
20,19301
20,19526
21,11
22,11
22,86
22,1155
22,1600
22,1771
22,2626
22,3464
22,3899
22,4096
22,4214
22,5357
22,5554
22,5759
22,6728
22,7352
22,8784
22,9308
22,9676
22,9769
22,9779
22,11138
22,11456
22,13800
22,13867
22,14736
22,15293
22,15754
22,18733
22,19953
22,21077
23,12
23,6786
23,17046
24,12
24,546
24,1921
24,3086
24,3928
24,4707
24,4886
24,5619
24,10188
24,10189
24,11233
24,14559
24,19021
24,22016
25,13
25,958
25,2497
25,7717
25,7753
25,8376
25,11021
25,11275
25,12012
26,13
26,923
26,958
26,1334
26,2737
26,5899
26,6527
26,9311
26,10734
26,11773
27,13
27,634
27,740
27,958
27,2497
27,6385
27,7389
27,7429
27,7738
27,7836
27,8274
27,8744
27,9316
27,14529
27,14743
27,15325
27,21216
28,14
28,640
28,1262
28,2520
28,3861
28,4309
28,4312
28,5179
28,6086
28,11151
28,12150
28,12224
28,13042
28,13142
28,14104
28,15259
28,16369
28,18941
29,15
30,16
30,474
30,1279
30,1861
30,2592
30,3222
30,3236
30,3939
30,4013
30,6538
30,8860
30,11798
30,12032
30,13989
30,15544
30,18559
30,19153
30,20574
30,21252
30,21542
30,21882
31,16
31,741
31,1199
31,1279
31,3222
31,3236
31,7732
32,17
32,1325
32,1549
32,2111
32,3373
32,8688
32,14482
32,14534
32,14572
32,20254
32,20977
32,21462
33,17
33,805
33,819
33,1230
33,2202
33,2700
33,3755
33,6145
33,8688
33,14534
33,15607
33,21895
34,18
34,456
35,19
35,2318
35,3867
35,6997
35,8173
35,8977
35,10062
35,12087
35,12990
35,15363
35,17475
35,20863
36,19
36,460
36,761
36,816
36,828
36,1336
36,1450
36,1642
36,1664
36,1701
36,2036
36,2346
36,2573
36,2574
36,2758
36,2764
36,2766
36,2936
36,3101
36,3131
36,3193
36,3611
36,3630
36,3632
36,3712
36,4295
36,4359
36,4931
36,5069
36,5080
36,5333
36,5613
36,5723
36,6362
36,7043
36,7256
36,8297
36,8976
36,9051
36,9065
36,9174
36,9201
36,9398
36,10779
36,10798
36,11066
36,12039
36,12533
36,12823
36,13698
36,15239
36,15485
36,15609
36,16210
36,16265
36,16437
36,16682
36,17159
36,18005
36,18534
36,19753
36,19919
36,19986
36,20152
36,20451
36,20522
36,20965
36,21198
36,21580
36,21633
37,20
37,210
37,539
37,736
37,905
37,993
37,1069
37,1091
37,1359
37,1548
37,1849
37,1857
37,2579
37,2608
37,2748
37,2915
37,2951
37,3350
37,3703
37,4204
37,4907
37,6392
37,7203
37,7320
37,7410
37,8199
37,8583
37,8743
37,9054
37,9780
37,10924
37,11119
37,11310
37,11907
37,12015
37,14409
37,14595
37,15112
37,16211
37,18124
37,18742
37,19888
37,20091
37,20679
